ruleScore,lstmProb,gnnProb,autoMSE,geoSpeed,clusterSize,label
3.14,0.37,0.27,0.92,148.01,1,0
5.6,0.83,0.99,5.64,1376.82,17,1
7.5,0.64,0.65,9.59,361.67,2,1
8.3,0.78,0.86,3.43,752.4,5,1
5.9,0.7,0.81,3.78,237.89,15,1
8.67,0.68,0.62,6.87,2282.25,16,1
6.48,0.81,0.87,7.15,1092.55,3,1
7.16,0.84,0.63,9.58,469.3,2,1
8.96,0.97,0.74,5.15,1953.43,13,1
0.89,0.29,0.02,1.22,206.51,1,0
0.05,0.36,0.06,2.36,247.17,1,0
0.43,0.33,0.11,0.4,175.94,2,0
5.58,0.65,0.68,6.22,724.43,3,1
4.13,0.24,0.14,2.4,221.87,2,0
2.33,0.18,0.01,0.74,346.52,1,0
1.1,0.25,0.23,0.55,23.83,1,0
1.42,0.33,0.22,1.12,250.13,1,0
5.92,0.68,0.75,3.36,1669.9,11,1
5.97,0.79,0.6,3.18,1684.76,1,1
4.8,0.02,0.04,0.13,74.11,2,0
2.26,0.13,0.24,1.36,180.63,2,0
5.63,0.65,0.81,4.72,2482.16,14,1
9.64,0.64,0.71,7.71,894.21,19,1
2.08,0.01,0.13,0.53,39.37,1,0
2.75,0.39,0.05,1.47,67.8,2,0
8.99,0.87,0.82,6.33,58.19,12,1
4.22,0.13,0.27,2.88,292.1,2,0
7.05,0.99,0.67,8.59,2042.48,14,1
7.61,0.63,0.67,9.7,521.82,9,1
7.6,1.0,0.65,7.73,1026.12,10,1
2.17,0.05,0.16,1.06,121.13,1,0
2.09,0.14,0.24,1.73,64.58,1,0
6.58,0.69,0.63,8.79,1604.15,14,1
8.47,0.83,0.92,8.15,390.54,8,1
0.3,0.28,0.07,0.96,166.21,1,0
8.67,0.61,0.83,9.59,1601.8,5,1
1.81,0.05,0.1,1.93,110.21,1,0
2.89,0.36,0.24,2.43,171.87,2,0
6.28,0.73,0.67,4.27,307.79,16,1
2.13,0.25,0.03,0.26,68.73,2,0
2.89,0.01,0.14,1.81,154.98,2,0
3.99,0.37,0.01,0.46,354.47,1,0
4.04,0.35,0.33,0.06,294.37,1,0
9.4,0.62,0.69,9.28,1175.11,16,1
7.08,0.74,0.96,3.28,1956.82,3,1
3.23,0.37,0.12,2.35,306.34,1,0
6.64,0.62,0.67,9.76,1874.43,6,1
7.14,0.86,0.9,4.63,1257.57,19,1
4.13,0.32,0.13,2.3,57.26,1,0
1.88,0.14,0.02,1.46,43.61,2,0
8.0,0.79,0.82,9.48,628.07,9,1
4.73,0.27,0.13,1.5,258.29,2,0
6.53,0.63,0.67,3.04,943.23,10,1
4.06,0.38,0.13,2.58,52.67,1,0
0.41,0.26,0.25,1.92,122.86,1,0
2.38,0.34,0.15,0.5,334.58,1,0
2.01,0.23,0.12,1.43,317.23,2,0
3.55,0.04,0.34,2.01,278.81,1,0
6.52,0.66,0.84,5.14,920.56,5,1
1.35,0.1,0.38,0.89,310.2,2,0
4.98,0.36,0.09,0.17,102.26,2,0
7.6,0.78,0.95,6.54,1035.23,2,1
2.26,0.35,0.21,1.4,164.28,2,0
9.1,0.86,0.77,6.21,2078.59,5,1
1.56,0.34,0.1,0.0,150.57,1,0
7.09,0.69,0.6,9.41,593.83,9,1
4.38,0.29,0.09,2.12,123.08,1,0
6.87,0.85,0.89,3.77,2490.36,10,1
1.37,0.25,0.03,1.36,295.64,1,0
2.54,0.34,0.35,0.03,311.22,2,0
9.04,0.73,0.82,4.96,709.2,5,1
8.53,0.74,0.6,5.82,2192.08,11,1
9.96,0.98,0.65,6.76,1527.86,15,1
6.88,0.95,0.96,6.45,981.56,2,1
6.49,0.73,0.67,8.48,1879.34,15,1
8.8,0.62,0.95,3.83,1610.1,19,1
9.27,0.61,0.8,8.39,727.36,3,1
3.03,0.2,0.35,2.86,301.81,2,0
8.46,0.67,0.72,6.52,591.58,9,1
7.01,0.92,0.69,4.3,167.92,14,1
5.22,0.67,0.76,9.63,2097.98,10,1
2.39,0.19,0.31,1.89,253.31,1,0
4.59,0.35,0.25,2.42,27.61,1,0
3.36,0.37,0.25,2.47,275.52,1,0
5.66,0.68,0.69,5.1,480.76,18,1
3.56,0.08,0.19,1.42,151.29,2,0
1.71,0.27,0.01,2.07,126.44,2,0
1.8,0.03,0.08,1.64,82.82,1,0
9.55,0.6,0.79,3.86,2374.3,19,1
3.57,0.1,0.18,0.85,32.38,1,0
5.83,0.97,0.73,5.6,271.06,3,1
0.25,0.1,0.19,0.68,297.56,2,0
3.46,0.1,0.25,2.49,76.13,1,0
2.84,0.3,0.32,1.03,173.48,1,0
4.93,0.32,0.24,1.02,217.84,2,0
1.98,0.02,0.16,2.02,180.14,1,0
3.1,0.19,0.26,0.66,45.14,2,0
8.74,0.79,0.69,9.77,765.71,17,1
9.81,0.81,0.85,7.76,408.78,11,1
9.89,0.7,0.87,8.87,1060.35,6,1
3.5,0.34,0.17,0.93,374.69,2,0
9.49,0.65,0.73,8.71,1469.18,19,1
1.03,0.34,0.03,1.07,272.15,1,0
5.83,0.88,0.81,7.45,1159.97,8,1
3.52,0.37,0.3,0.92,106.03,2,0
2.64,0.1,0.02,2.18,48.52,2,0
2.41,0.02,0.07,2.12,284.71,1,0
3.64,0.37,0.3,1.78,76.81,1,0
0.12,0.1,0.16,0.84,54.55,2,0
9.03,0.67,0.63,6.05,350.17,8,1
5.35,0.96,0.76,5.02,669.13,2,1
9.6,0.6,0.82,8.18,945.19,2,1
1.18,0.19,0.17,0.22,42.46,2,0
0.57,0.1,0.33,1.13,392.47,1,0
5.18,0.62,0.93,3.83,1544.43,2,1
6.97,0.85,0.94,5.42,280.16,17,1
5.5,0.91,0.99,9.79,480.63,7,1
3.43,0.12,0.08,0.8,67.9,2,0
0.28,0.19,0.37,1.83,218.56,1,0
6.1,0.81,0.64,8.26,594.75,8,1
0.4,0.27,0.37,1.73,50.45,2,0
4.01,0.06,0.21,0.58,287.69,1,0
6.55,0.68,0.96,8.32,240.77,8,1
6.05,0.88,0.98,9.97,1229.3,10,1
5.65,0.68,0.91,5.98,835.72,15,1
6.51,0.61,0.8,5.82,496.95,5,1
3.76,0.38,0.27,1.09,375.27,2,0
1.08,0.25,0.37,2.99,12.98,1,0
0.32,0.15,0.11,0.91,393.18,2,0
6.69,0.76,0.7,7.4,680.4,17,1
6.63,0.9,0.76,7.26,2062.03,15,1
6.45,0.75,0.87,3.83,692.46,9,1
7.99,0.87,0.77,7.91,1657.88,11,1
8.99,0.8,0.9,5.18,2256.62,13,1
3.99,0.35,0.18,1.43,154.42,2,0
3.45,0.35,0.4,1.28,44.46,1,0
9.39,0.68,0.93,6.9,2452.14,18,1
4.2,0.26,0.25,0.53,205.28,2,0
2.36,0.09,0.07,1.0,375.97,1,0
7.28,0.73,0.62,6.15,1398.2,8,1
8.6,0.71,0.67,3.28,2116.63,18,1
9.68,0.78,0.72,6.93,1836.16,14,1
2.38,0.16,0.35,2.68,134.33,1,0
0.29,0.37,0.02,1.64,356.18,1,0
7.9,0.71,0.71,5.83,43.97,12,1
8.65,0.74,0.63,3.52,2278.46,19,1
1.67,0.23,0.36,0.02,324.27,1,0
2.85,0.24,0.38,2.36,9.62,2,0
8.46,0.89,1.0,5.01,1706.65,16,1
5.65,0.62,0.94,3.41,976.39,13,1
3.06,0.15,0.31,0.51,153.81,1,0
6.2,0.61,0.73,6.6,270.39,8,1
7.52,0.7,0.6,7.54,1557.38,3,1
3.27,0.35,0.1,1.35,370.33,2,0
5.46,0.78,0.76,9.07,2443.45,1,1
3.45,0.33,0.13,2.67,64.25,2,0
1.37,0.29,0.02,0.15,154.52,1,0
0.24,0.38,0.28,0.02,305.54,1,0
7.22,0.83,0.99,4.69,572.79,10,1
0.04,0.2,0.39,0.83,158.17,1,0
9.22,0.78,0.69,3.94,58.13,19,1
6.27,0.95,0.64,8.01,2092.56,12,1
6.83,0.76,0.99,9.68,193.33,9,1
6.34,0.77,0.64,8.23,1895.62,4,1
8.51,0.6,0.76,5.31,613.0,10,1
4.08,0.39,0.36,2.56,21.03,1,0
3.05,0.37,0.06,2.26,227.31,1,0
6.3,0.81,0.89,4.22,2014.58,18,1
7.46,0.72,0.67,6.53,1238.78,10,1
7.28,0.67,0.72,7.35,2329.56,18,1
4.17,0.23,0.26,1.38,211.48,1,0
0.43,0.35,0.2,0.89,106.05,1,0
3.98,0.07,0.04,0.44,350.85,2,0
1.34,0.36,0.17,0.39,296.92,1,0
5.56,0.62,0.7,3.95,1454.6,2,1
2.27,0.2,0.23,2.8,343.28,2,0
9.99,0.71,0.71,9.51,1984.37,8,1
6.74,0.61,0.64,7.77,411.38,15,1
4.56,0.18,0.02,1.09,330.56,2,0
4.13,0.34,0.19,2.35,378.75,2,0
7.63,0.63,0.99,5.52,1403.98,16,1
1.53,0.02,0.14,2.0,41.01,2,0
4.35,0.36,0.18,1.38,30.79,2,0
2.51,0.23,0.05,2.81,140.77,1,0
0.96,0.04,0.36,2.46,304.01,2,0
3.03,0.25,0.21,1.75,273.52,2,0
0.93,0.08,0.07,0.17,235.12,2,0
7.63,0.64,0.68,9.99,1282.9,1,1
8.68,0.85,0.83,8.19,164.71,14,1
1.53,0.3,0.25,0.23,205.13,1,0
9.06,0.83,0.85,8.47,667.57,8,1
4.75,0.12,0.01,1.3,13.2,1,0
0.83,0.28,0.07,0.71,197.75,2,0
0.07,0.37,0.39,0.67,83.24,1,0
1.16,0.06,0.27,1.78,301.93,1,0
4.64,0.07,0.0,2.95,362.46,2,0
1.26,0.37,0.11,2.69,41.39,1,0
8.07,0.69,0.82,7.79,1685.51,6,1
5.47,0.66,0.64,5.96,113.11,14,1
4.2,0.22,0.03,0.71,65.97,2,0
2.69,0.27,0.27,1.89,106.44,2,0
7.15,0.8,0.66,5.97,1111.82,17,1
4.93,0.27,0.1,2.4,42.81,1,0
4.09,0.18,0.2,0.65,31.32,1,0
4.68,0.38,0.07,2.62,294.97,1,0
4.38,0.11,0.0,0.49,139.81,2,0
0.14,0.15,0.25,0.44,329.2,2,0
4.9,0.35,0.07,0.14,231.84,2,0
9.1,1.0,0.68,4.86,772.36,2,1
0.68,0.39,0.39,0.49,119.77,2,0
8.91,0.68,0.7,3.65,1512.18,6,1
9.93,0.93,0.71,3.49,1004.64,5,1
6.53,0.79,0.63,7.28,288.65,17,1
6.81,0.81,1.0,6.32,345.65,13,1
4.07,0.29,0.1,2.73,61.77,2,0
5.08,0.95,0.69,4.48,256.01,12,1
0.96,0.29,0.27,1.03,7.64,1,0
5.1,0.83,0.78,6.63,1518.57,6,1
1.35,0.39,0.15,0.53,140.69,2,0
4.15,0.17,0.1,2.6,267.71,1,0
8.51,0.62,0.96,7.91,1550.56,5,1
4.0,0.18,0.29,1.76,196.95,2,0
6.09,0.7,0.93,6.24,2389.32,6,1
6.88,0.64,0.85,6.13,176.38,5,1
4.67,0.37,0.05,1.15,11.29,1,0
1.43,0.23,0.04,2.9,69.91,1,0
1.45,0.19,0.39,0.01,165.07,2,0
6.65,0.7,1.0,5.73,547.78,6,1
0.21,0.08,0.37,1.1,41.45,2,0
6.69,0.6,0.87,8.78,1071.43,12,1
5.61,0.85,0.96,7.37,996.79,3,1
8.86,0.79,0.96,9.35,2392.04,2,1
9.03,0.94,0.72,9.67,1054.85,4,1
7.0,0.99,0.81,6.52,1992.32,5,1
4.11,0.01,0.22,1.38,199.59,2,0
0.63,0.31,0.08,0.97,327.69,1,0
9.36,0.85,0.66,9.74,923.93,16,1
5.6,0.85,0.97,4.45,693.16,7,1
0.45,0.17,0.34,2.57,39.7,2,0
0.4,0.18,0.04,0.05,246.47,2,0
8.94,0.69,0.86,4.65,698.94,10,1
5.22,0.72,0.78,3.82,2250.4,4,1
4.68,0.21,0.38,1.61,157.68,1,0
1.7,0.32,0.14,0.17,221.68,1,0
7.46,0.83,0.7,8.56,1367.88,13,1
0.53,0.31,0.07,1.34,84.18,1,0
7.72,0.82,0.74,6.13,301.88,12,1
1.38,0.29,0.03,1.99,95.02,2,0
1.69,0.23,0.08,2.23,20.91,2,0
3.42,0.07,0.33,1.29,75.59,1,0
5.89,0.8,0.63,4.37,781.19,19,1
5.64,0.97,0.8,6.18,2038.68,17,1
5.02,1.0,0.92,8.51,1310.11,18,1
1.0,0.35,0.08,0.94,248.22,2,0
9.67,0.85,0.92,6.26,984.28,1,1
0.48,0.01,0.16,2.98,69.95,2,0
0.25,0.03,0.07,0.1,297.34,1,0
3.33,0.2,0.37,0.05,291.97,1,0
7.44,0.76,0.99,3.39,889.8,19,1
5.8,0.95,0.6,9.18,1363.82,16,1
5.58,0.99,0.61,8.62,237.77,5,1
5.5,0.68,1.0,3.02,112.99,1,1
3.05,0.0,0.36,1.57,105.07,2,0
1.29,0.13,0.16,0.15,198.61,1,0
1.22,0.37,0.04,0.8,208.08,1,0
5.76,0.92,0.88,4.33,979.87,5,1
0.35,0.14,0.2,1.48,1.58,2,0
6.89,0.94,0.86,7.56,715.18,2,1
8.65,0.8,0.77,4.18,817.94,12,1
0.87,0.13,0.01,1.2,219.95,1,0
3.37,0.4,0.35,1.42,207.87,1,0
4.21,0.2,0.39,0.29,121.23,1,0
3.35,0.27,0.18,2.51,384.65,2,0
6.82,0.94,0.68,8.79,2095.72,4,1
5.71,0.64,0.81,3.6,2065.81,3,1
9.34,0.95,0.74,3.58,249.21,11,1
8.16,0.67,0.83,6.53,1416.87,18,1
7.62,0.87,0.71,4.94,578.83,8,1
8.43,0.88,0.74,3.54,1551.97,12,1
7.33,0.62,0.62,8.02,1664.8,10,1
7.07,0.9,0.96,7.65,1942.43,10,1
5.37,0.71,0.99,7.17,5.89,19,1
8.88,0.78,0.78,9.69,248.96,12,1
1.2,0.19,0.18,1.75,142.71,1,0
0.3,0.37,0.25,0.58,242.55,2,0
5.2,0.9,0.93,9.78,480.43,12,1
4.46,0.29,0.2,2.98,106.44,1,0
0.44,0.17,0.3,2.08,396.26,2,0
4.25,0.18,0.37,1.32,219.51,2,0
9.37,0.62,0.96,5.3,1670.55,2,1
6.03,0.68,0.65,5.18,619.94,18,1
4.94,0.19,0.02,0.79,174.43,2,0
1.94,0.31,0.2,0.54,293.9,2,0
2.58,0.31,0.22,1.66,45.9,1,0
3.54,0.29,0.1,1.97,79.28,1,0
4.84,0.19,0.03,1.66,336.44,1,0
5.16,0.8,0.84,3.44,184.32,4,1
8.43,0.98,0.71,8.68,1714.81,14,1
3.63,0.09,0.18,2.39,218.83,1,0
2.59,0.05,0.21,0.38,237.0,2,0
7.03,0.99,0.64,4.88,2222.44,4,1
1.49,0.16,0.09,2.9,52.25,2,0
5.73,0.81,0.99,7.25,672.89,6,1
3.86,0.37,0.34,2.05,20.93,2,0
0.15,0.04,0.34,1.89,298.89,1,0
0.78,0.09,0.08,2.38,74.76,1,0
3.65,0.29,0.03,1.08,343.35,1,0
4.63,0.0,0.03,0.75,267.73,1,0
8.57,0.85,0.99,6.91,1682.34,1,1
2.51,0.06,0.18,1.0,208.73,2,0
6.29,0.61,0.71,6.88,1281.47,1,1
5.92,0.83,0.66,5.49,448.09,12,1
2.75,0.18,0.07,1.91,389.91,2,0
1.35,0.15,0.23,2.65,376.76,1,0
2.51,0.18,0.14,2.16,114.79,1,0
2.27,0.12,0.15,2.56,299.6,2,0
0.15,0.31,0.36,1.34,220.28,1,0
9.04,0.81,0.65,3.9,2392.17,10,1
8.03,0.62,0.87,6.71,472.14,11,1
0.57,0.16,0.19,1.62,327.34,2,0
5.36,0.74,0.9,6.07,439.46,1,1
1.69,0.36,0.23,0.26,179.92,2,0
8.01,0.88,0.64,6.48,2031.46,12,1
0.44,0.35,0.13,0.53,95.75,2,0
0.75,0.03,0.29,1.68,143.6,1,0
8.73,0.96,0.9,5.32,121.58,4,1
4.37,0.02,0.33,1.71,242.99,1,0
7.78,0.81,0.86,4.63,247.49,13,1
6.49,0.87,0.68,8.59,332.21,19,1
3.7,0.26,0.14,2.43,117.88,2,0
5.02,0.69,0.76,8.96,213.73,15,1
0.49,0.09,0.28,2.47,342.81,1,0
8.53,0.7,0.79,7.14,711.08,16,1
0.45,0.13,0.04,2.88,322.9,2,0
5.06,0.77,0.66,7.65,142.3,2,1
8.82,0.92,0.86,8.97,705.76,18,1
2.04,0.11,0.22,0.91,34.58,1,0
0.88,0.07,0.37,1.4,25.28,1,0
5.82,0.71,0.92,9.34,185.83,2,1
7.56,0.92,0.62,7.22,125.53,18,1
0.27,0.14,0.19,1.51,126.37,1,0
8.89,0.98,0.94,6.95,1366.03,16,1
7.34,0.71,0.98,5.19,1695.59,14,1
1.83,0.21,0.32,2.45,383.16,2,0
6.58,0.91,0.62,3.09,381.72,7,1
4.68,0.24,0.32,2.4,372.85,2,0
1.08,0.32,0.08,0.64,270.44,1,0
9.26,0.76,0.73,9.55,1463.49,14,1
9.84,0.97,0.67,3.85,2346.05,13,1
7.54,0.76,0.94,6.02,1972.7,9,1
8.14,0.71,0.96,7.44,2345.31,2,1
6.0,0.89,0.73,5.14,1248.76,18,1
1.7,0.34,0.17,0.58,76.44,2,0
0.15,0.0,0.03,1.61,341.78,1,0
1.03,0.14,0.06,1.53,184.23,1,0
4.17,0.3,0.19,0.33,46.16,2,0
7.11,0.69,0.68,3.26,210.01,4,1
9.01,0.75,0.96,3.49,2375.91,17,1
6.9,0.96,0.85,5.88,38.77,7,1
2.75,0.26,0.15,0.85,288.79,2,0
5.47,0.77,0.65,9.63,1339.34,13,1
1.53,0.24,0.22,0.01,28.96,1,0
0.68,0.09,0.35,0.06,301.09,2,0
0.47,0.19,0.36,1.92,165.46,1,0
4.78,0.21,0.16,2.86,256.84,1,0
8.46,0.96,0.94,5.9,928.57,17,1
7.73,0.77,0.9,8.8,31.05,7,1
1.76,0.13,0.19,2.63,16.11,2,0
5.16,0.98,0.7,4.68,2378.46,12,1
3.53,0.33,0.09,1.98,156.8,1,0
1.75,0.15,0.21,0.0,96.5,2,0
5.08,0.67,0.84,7.96,861.92,3,1
8.74,0.82,0.93,9.72,483.04,14,1
3.08,0.0,0.0,2.43,103.76,2,0
2.23,0.33,0.11,1.35,215.08,2,0
7.95,0.8,0.61,9.53,1969.97,17,1
7.44,0.95,0.81,9.51,1633.76,4,1
2.78,0.16,0.18,0.05,113.5,2,0
0.66,0.24,0.01,1.49,61.94,1,0
0.07,0.01,0.39,0.66,322.24,2,0
3.19,0.22,0.3,1.01,306.04,1,0
1.49,0.01,0.24,1.57,113.2,2,0
5.45,0.97,0.88,3.89,1807.22,2,1
1.38,0.39,0.13,2.99,398.47,2,0
5.33,0.61,0.7,9.17,2024.57,2,1
0.79,0.32,0.12,0.98,4.32,1,0
4.54,0.05,0.21,2.64,164.01,2,0
0.35,0.19,0.07,2.26,364.64,2,0
0.81,0.19,0.3,2.6,250.5,1,0
3.87,0.26,0.19,1.71,18.56,1,0
3.77,0.09,0.18,1.85,307.99,1,0
6.4,0.93,0.83,6.56,2042.58,7,1
2.05,0.25,0.28,2.13,20.79,2,0
8.78,0.71,0.96,8.72,2173.16,11,1
4.96,0.31,0.08,1.5,93.45,2,0
6.57,0.79,0.79,6.3,1046.39,11,1
2.43,0.2,0.07,2.44,216.7,1,0
7.33,0.71,0.89,7.45,66.19,3,1
6.26,0.76,0.75,8.56,1090.31,11,1
3.91,0.04,0.04,0.3,4.53,1,0
1.22,0.05,0.12,2.69,388.82,1,0
2.85,0.14,0.22,0.22,305.86,2,0
1.69,0.19,0.25,2.61,264.76,1,0
3.9,0.01,0.24,2.09,330.18,2,0
4.31,0.07,0.32,2.56,365.74,2,0
3.14,0.16,0.1,2.95,393.21,1,0
6.28,0.68,0.87,3.0,63.4,5,1
7.23,0.96,0.65,3.86,850.55,4,1
5.47,0.9,0.84,6.99,1038.85,18,1
4.28,0.37,0.38,1.66,136.41,2,0
5.53,0.8,0.66,9.85,1628.7,5,1
3.15,0.12,0.15,2.01,28.79,2,0
1.49,0.32,0.01,2.9,210.64,2,0
5.03,0.87,0.99,7.25,1345.25,1,1
2.01,0.08,0.33,2.23,264.64,1,0
7.87,0.69,0.94,9.6,1398.93,10,1
0.98,0.38,0.06,1.53,331.88,1,0
2.56,0.11,0.18,1.41,282.66,1,0
3.23,0.01,0.06,2.95,30.4,1,0
4.73,0.08,0.35,2.11,181.54,2,0
5.97,0.89,0.66,8.99,979.69,13,1
0.5,0.24,0.05,0.24,210.92,2,0
8.42,0.87,0.8,8.45,463.81,18,1
9.88,0.71,0.77,7.55,2177.44,15,1
4.06,0.05,0.01,2.07,120.56,1,0
2.86,0.16,0.15,0.65,267.84,2,0
5.36,0.64,0.77,5.49,1318.22,14,1
5.91,0.63,0.89,4.37,312.3,6,1
2.64,0.29,0.02,2.66,281.2,1,0
0.97,0.08,0.01,2.69,84.28,1,0
5.18,0.96,0.91,6.15,764.51,10,1
1.28,0.26,0.05,1.61,174.86,1,0
2.49,0.04,0.12,2.95,384.29,2,0
7.4,0.75,0.97,5.58,1452.01,3,1
3.49,0.12,0.13,0.93,8.02,2,0
7.49,0.87,0.61,9.1,1383.04,15,1
8.58,0.7,0.95,8.69,707.01,3,1
6.68,0.83,0.94,3.55,2245.54,11,1
7.53,0.99,0.71,8.55,1958.48,19,1
4.65,0.33,0.4,0.07,45.14,1,0
1.69,0.22,0.3,2.35,129.84,2,0
2.8,0.29,0.14,1.84,234.15,2,0
2.14,0.11,0.15,2.51,59.45,1,0
3.51,0.32,0.14,1.21,157.47,1,0
3.86,0.17,0.3,2.88,183.59,1,0
9.15,0.88,0.98,5.86,371.88,16,1
2.71,0.09,0.23,2.46,11.43,1,0
8.6,0.8,0.96,9.44,2195.09,6,1
3.11,0.28,0.12,1.24,89.51,2,0
4.58,0.28,0.27,1.18,0.51,1,0
2.45,0.15,0.09,2.47,243.34,2,0
9.2,0.89,0.96,3.82,167.53,12,1
1.52,0.07,0.31,0.94,365.78,1,0
0.94,0.25,0.13,0.63,125.27,1,0
4.2,0.19,0.02,1.92,20.24,1,0
2.19,0.34,0.23,0.47,276.25,1,0
1.86,0.06,0.16,0.34,230.75,1,0
1.63,0.39,0.27,0.13,130.65,1,0
7.79,0.96,0.99,3.32,1161.92,4,1
1.0,0.13,0.24,0.22,58.98,2,0
4.06,0.32,0.08,0.33,288.51,1,0
0.19,0.25,0.31,1.5,143.01,1,0
8.63,0.93,0.77,8.35,1347.84,2,1
2.89,0.3,0.39,0.22,21.37,1,0
7.9,0.82,0.9,6.49,1087.97,11,1
0.36,0.35,0.1,1.78,374.4,1,0
4.22,0.36,0.11,2.13,39.99,2,0
1.78,0.02,0.01,1.66,304.81,1,0
5.46,0.73,0.77,4.96,894.09,9,1
2.13,0.39,0.22,2.79,2.14,2,0
4.64,0.02,0.17,2.12,185.08,2,0
0.71,0.0,0.32,0.26,253.54,1,0
3.63,0.23,0.07,2.02,53.39,1,0
7.32,0.84,0.67,8.19,1926.03,12,1
4.45,0.21,0.23,2.01,384.55,2,0
0.98,0.25,0.04,1.17,285.33,1,0
2.64,0.32,0.34,1.94,135.5,2,0
1.24,0.13,0.13,0.08,136.42,1,0
2.19,0.37,0.25,0.86,255.38,1,0
2.45,0.14,0.37,0.07,232.57,1,0
9.77,0.84,0.97,4.42,2254.9,10,1
5.19,0.65,0.99,5.21,981.89,17,1
4.22,0.1,0.17,1.85,192.48,1,0
7.58,0.7,0.98,9.34,1402.52,10,1
2.78,0.34,0.37,0.55,174.74,2,0
6.0,0.77,0.68,9.14,1574.62,17,1
2.36,0.16,0.09,2.19,52.7,2,0
3.07,0.33,0.2,0.36,5.46,2,0
1.25,0.33,0.2,0.41,228.4,1,0
5.68,0.68,0.62,4.39,1866.34,19,1
7.15,0.99,0.72,7.2,599.33,4,1
2.72,0.26,0.15,1.94,17.91,2,0
0.47,0.21,0.23,1.48,292.75,1,0
6.58,0.76,0.66,6.52,353.23,15,1
4.91,0.16,0.17,1.22,129.82,1,0
9.02,0.62,1.0,3.91,315.82,14,1
3.66,0.17,0.27,1.83,307.59,2,0
5.57,0.76,0.86,7.98,935.3,3,1
4.32,0.31,0.07,2.47,307.7,1,0
0.19,0.18,0.05,1.05,399.29,1,0
1.82,0.26,0.36,0.49,152.56,2,0
4.96,0.32,0.27,1.04,68.56,2,0
0.29,0.36,0.21,2.01,332.63,2,0
8.82,0.83,0.7,9.87,102.81,17,1
7.1,0.96,0.99,7.46,2339.94,16,1
7.05,0.61,0.71,8.63,603.02,19,1
8.91,0.91,0.78,8.55,523.82,15,1
2.8,0.38,0.25,0.78,116.96,2,0
8.6,0.87,0.64,9.46,1418.33,16,1
8.37,0.62,0.87,8.9,1687.62,11,1
3.09,0.18,0.36,1.49,336.72,2,0
2.27,0.3,0.09,0.03,310.62,1,0
1.77,0.26,0.1,0.33,317.75,2,0
1.35,0.32,0.21,0.16,182.78,2,0
8.53,0.78,0.64,7.95,2279.33,12,1
8.53,0.96,0.86,8.42,1111.44,9,1
3.16,0.1,0.38,0.51,386.26,1,0
6.19,0.93,0.68,4.69,2016.24,18,1
1.25,0.24,0.23,1.11,194.42,1,0
8.89,0.9,0.96,6.14,1506.82,2,1
2.22,0.23,0.39,1.6,362.13,2,0
8.74,0.65,0.7,8.65,308.92,3,1
2.14,0.08,0.25,2.05,50.18,2,0
3.32,0.16,0.11,2.19,96.87,2,0
3.97,0.4,0.27,2.95,11.53,1,0
5.63,0.97,0.95,4.64,486.86,1,1
0.67,0.12,0.25,2.07,161.66,2,0
8.52,0.86,0.75,9.66,1316.33,3,1
6.21,0.87,0.68,9.27,2001.13,5,1
7.01,0.91,0.99,3.89,1617.6,10,1
9.03,0.64,0.99,7.34,159.11,10,1
1.44,0.09,0.29,0.12,37.91,1,0
5.01,0.69,0.74,9.94,1148.01,15,1
9.37,0.76,0.73,4.45,1338.36,16,1
2.84,0.27,0.0,2.79,44.37,2,0
1.28,0.05,0.02,0.92,63.06,2,0
4.63,0.36,0.29,1.1,42.45,1,0
6.48,0.89,0.95,4.35,2326.25,6,1
4.88,0.3,0.17,0.01,125.31,1,0
2.95,0.04,0.22,2.11,317.08,2,0
5.03,0.73,0.86,8.11,1963.36,8,1
4.57,0.32,0.37,2.94,4.27,2,0
9.98,0.64,0.67,3.91,1157.3,14,1
0.11,0.33,0.01,1.97,146.04,2,0
0.31,0.33,0.2,0.4,354.28,2,0
2.55,0.17,0.16,0.08,134.22,1,0
8.61,0.92,0.92,3.89,537.82,1,1
3.47,0.03,0.08,2.31,336.58,1,0
3.49,0.08,0.01,1.44,205.48,2,0
5.2,0.68,0.67,5.36,1664.52,5,1
4.3,0.38,0.37,1.14,31.46,2,0
2.47,0.05,0.28,0.62,176.49,2,0
8.36,0.88,0.82,9.33,1101.11,8,1
8.93,0.78,0.98,6.4,2134.62,1,1
7.34,0.99,0.9,8.68,1595.36,17,1
4.17,0.2,0.31,2.5,139.21,1,0
0.26,0.06,0.33,0.4,93.36,2,0
3.52,0.26,0.39,2.59,179.53,1,0
7.19,0.76,0.9,7.07,1090.29,6,1
6.7,0.73,0.83,3.47,449.9,15,1
7.98,0.64,0.84,3.63,572.53,14,1
1.79,0.11,0.32,1.1,126.8,1,0
2.69,0.18,0.08,0.01,96.6,1,0
7.62,0.74,1.0,8.41,764.19,3,1
0.75,0.23,0.1,0.68,4.61,1,0
1.34,0.28,0.0,2.61,12.15,2,0
0.32,0.34,0.38,0.74,180.04,2,0
3.35,0.03,0.3,0.16,217.17,2,0
8.45,0.83,0.94,3.82,538.81,18,1
4.59,0.36,0.3,0.59,337.35,2,0
9.81,0.96,0.71,8.62,202.13,14,1
4.82,0.04,0.01,0.17,20.96,2,0
3.52,0.03,0.26,1.96,382.49,2,0
0.55,0.17,0.13,0.11,54.69,2,0
1.16,0.07,0.32,0.41,187.46,1,0
1.44,0.13,0.17,0.42,8.91,1,0
