amount,items,hour,day
1675.9591736886637,5,18,3
2435.172489405487,5,10,5
1531.7906091098878,3,11,2
1572.7758344068593,4,11,1
786.1940989674783,1,12,5
724.1052798973228,4,10,2
1074.0919218290173,2,13,5
803.3870643379921,5,12,1
1864.8342995790003,5,14,2
1571.9107706798513,1,12,1
1292.2578404730514,1,18,2
2410.80626324239,5,9,3
2234.1333978853936,4,11,5
2098.8938936490704,2,13,3
686.7607219956225,4,10,2
2030.3866534546598,2,11,4
2271.0145637490946,3,18,1
1003.3184362244327,4,10,5
1354.2939907077507,4,10,3
1286.5834425559838,5,16,3
2023.4003421336135,3,15,5
2068.756007576228,2,9,3
951.414754962713,2,12,3
1391.8071425227208,5,11,4
1442.6709491473307,1,17,5
665.1659708608464,3,18,5
2216.629960569513,4,9,1
1531.4056258761407,3,17,5
1366.656824830955,5,18,2
1408.8705862284016,4,11,2
2372.445244721783,4,15,4
553.1481086327706,5,18,4
791.3244753240409,3,16,4
2446.6687671578625,2,9,5
2186.246682662951,3,12,2
2332.501069280026,2,17,3
543.7740749117661,4,12,1
